id,post,office_name,country,state,city,address,email,fax,mail_instructions,phone,post_type
fe930c7fb78cd79a9441b3fdbb72277ed09c92e8,Buenos Aires,Buenos Aires,AR,null,Buenos Aires,"Av. Colombia 4300,C1425GMN Buenos Aires",office.buenosaires@trade.gov,(54-11) 5777-4203,Please use the mailing address from U.S.,(54-11) 5777-4753,F
a57b661d8533bee084d4d656c61940c128e44617,Cairo,Cairo,EG,null,Cairo,"American Embassy,US Commercial Service,8 Kamal El Din Salah St.,Garden City, Cairo,EGYPT",Office.Cairo@trade.gov,011-20-2-795-8368,By APO,011-20-2-797-2340,F
1eba81b70bce2d8cc37d84c1971e22ab45924841,Calgary,Calgary - GBI Post,CA,null,Calgary,"10th floor,615 Macleod Trail SE,Calgary AB   T2G 4T8",Office.Calgary@trade.gov,403-266-4743,,403-265-2116,F
c04b4073aa8d1714b4c46306bc3e4cf592d99a31,Cape Town,Cape Town,ZA,null,Cape Town,"U.S. Consulate General Cape Town,2 Reddam Avenue, West Lake,Cape Town, South Africa 7945",office.capetown@trade.gov,(27-21) 702-7402,,(27-21) 702-7300,F
6409c9e1466bb5c05a03e6fc0117291aa626f90f,Casablanca,Casablanca,MA,null,Casablanca,"8, blvd. Moulay Youssef,Casablanca 20250",Office.Casablanca@trade.gov,212-522-22-02-59,,212-522-26-45-50,F
7d00979731f31e47031a7fc022468e3a36a276a6,Chengdu,Chengdu,CN,null,Chengdu,"No. 4,  Lingshiguan Road,Section 4, Renmin Nan Lu,Chengdu, China 610041",Office.Chengdu@trade.gov,+86 28 85589221,,+86 28 85583992,F
beb3ec2a7cdbbc3400bc405f7f5a34e327d385af,Chennai,Chennai,IN,null,Chennai,"220 Anna Salai,Chennai 600006",office.chennai@trade.gov,+91 44 2857 4212,,+91 44 2857 4477,F
391c6951ba9759eaeb3a9982bf448b8a05f0fc86,Copenhagen,Copenhagen,DK,null,Copenhagen,"Commercial Service Copenhagen,Dag Hammarskjölds Alle 24,DK-2100 Copenhagen O",office.copenhagen@trade.gov,n/a,,011-45-33417315,F
6dcd743aa3baa5e57da665603cb0cfdc146a3b02,Dar es Salaam,"Tanzania, Dar es Salaam US Embassy",TZ,null,Dar es Salaam,"U.S. Embassy Dar es Salaam,P. O. Box 9123,Plot 686 Old Bagamoyo Road,Msasani, Kinondoni District",Patricia.Wagner@trade.gov,255 (22) 266-8238,Please contact post about DPO and Pouch addresses,(255) 22 2294000,F
77c9fb25fc2cce5b1efd8d8c9d2fe33c8e451752,Dhahran,Dhahran,SA,null,Dhahran,"Prince Faisal bin Fahad St., between Aramco HQ and the old Dhahran Airport,Dhahran,P.O. Box 38955, Dhahran (Doha) 31942",Office.Dhahran@trade.gov,+966-(0)13-330-2190,,+966-(0)13-330-3200,F
52885fe4926ff81526b7f375d375cf9c561cfaea,Doha,Doha,QA,null,Doha,"United States Embassy - Commercial Section,22nd February Street,Al-Luqta,Doha,State of Qatar",ilona.shtrom@trade.gov,974-4488-4163,,974-4496-6000,F
39d133861d4865d795c8aeb0296684499c3a5a94,Dubai,Dubai,AE,null,Dubai,"American Consulate General,U.S. Commercial Service,Umm Hurair 1, Bur Dubai,Dubai, U.A.E.",Office.Dubai@trade.gov,+971-4-354-7090,Please allow 4-6 weeks for pouch delivery.,+971-4-309-4000,F
3aa31f6fa4cf2010b8cb0420d3bd8085af53e3a6,Dublin,Dublin,IE,null,Dublin,"American Embassy,US Commercial Service,42 Elgin Road, Ballsbridge,,Dublin 4",office.dublin@trade.gov,353-1-667-4754,"For courier delivery, use street address.  For sending regular mail, use mailing address.",353-1-237-5850,F
69e9590e5b14b1adaa0ab1ecb9987778ab6fe605,Dusseldorf,Dusseldorf,DE,null,Dusseldorf,"American Consulate General,US Commercial Service,Willi-Becker-Allee 10,40227 Dusseldorf",Office.Dusseldorf@trade.gov,+49 211 737 767 67,,+49 211 737 767 0,F
feb3d562f2751c4a98bb068c347c2e24baa4d717,European Union,U.S. Mission to the European Union,European Union,null,null,"U.S. Mission to the European Union,U.S. Commercial Service,Zinnerstraat 13 Rue Zinner,BE-1000 Brussels,*****,Mailing Address:,U.S. Mission to the European Union,U.S. Commercial Service,Regentlaan 27 Boulevard du Regent,BE-1000 Brussels",Office.BrusselsEC@trade.gov,+32-2-811-5151,,+32-2-811-4817,F
d956d71f74c151aab435451558f8262bca0cc82b,Frankfurt,Frankfurt,DE,null,Frankfurt,"American Consulate General,U.S. Commercial Service,Giessener Str. 30,60435 Frankfurt,Germany,http://www.export.gov/germany/",Office.Frankfurt@trade.gov,+49 69 7535 3171,,+49 69 7535 3120,F
6c256366d65939f750effbd974892df2e26e3ed9,Guadalajara,Guadalajara,MX,null,Guadalajara,"U.S. Commercial Service,World Trade Center, Torre Pacifico piso 4,Mariano Otero No. 1249,Col. Rinconada del Bosque,44530 Guadalajara, JAL,Mexico",Office.Guadalajara@trade.gov,52-33-3615-7665,"Send promotional materials for Gold Keys, IPSs, shows, missions, etc. via express mail courier service to the street address.  Do not use the Laredo address.  Specify ""no commercial value"" on the mailing label.",52-33-3615-1140,F
f2e20cfe3c00f2f7261ff38ad66446b0d3f09e07,Guangzhou,Guangzhou,CN,null,Guangzhou,"American Consulate General Guangzhou,US Commercial Service,NO.43 Hua Jiu Road, Zhujian New Town,Guangzhou, 510623,China",office.guangzhou@trade.gov,0086-20-3814-5310,Please mail via courier to street address if possible.  Packages send to Washington mailing address takes at least two weeks to arrive.,0086-20-3814-5000,F
948c9d3f7761738e1850c8597c8a0e8ca1838246,Guatemala City,Guatemala City,GT,null,Guatemala City,"Avenida de la Reforma 7-01, Zona 10,01010 Guatemala",Office.Guatemala@trade.gov,011-502-2331-7373,Please consult with us before shipping any material/correspondence to our office.,011-502-2326-4000,F
36b07b49affe70b78be96c76d27d149110109bde,Hanoi,Hanoi,VN,null,Hanoi,"U.S. Embassy,U.S. Commercial Service,Rose Garden Tower,170 Ngoc Khanh Street,Hanoi,Vietnam",Office.Hanoi@trade.gov,84-24-3850-5064,"For courier delivery, use the above street address; For official pouch, use the above mailing address",84-24-3850-5199,F
39e454492df4a3f0b959264237158fec3d8f138e,Helsinki,Helsinki,FI,null,Helsinki,"American Embassy,US Commercial Service,Itainen Puistotie 14 B,FIN-00140 Helsinki,Finland",Office.Helsinki@trade.gov,,,(358) 9 616 250,F
552d5d3b56125f6aec1df8d21ce6a2e2f546e5cb,Ho Chi Minh City,Ho Chi Minh City,VN,null,Ho Chi Minh City,"U.S. Consulate General,U.S. Commercial Service,Diamond Plaza, 8F,34 Le Duan Street, District 1,Ho Chi Minh City,Vietnam",Office.HoChiMinhCity@trade.gov,+84-28-3520-4679 / 81,"For courier delivery, use the above street address; For pouch, use the above mailing address",+84-28-3520-4680,F
2a273be9fa803a4cde8e13a28900ae967bf0cd77,Hong Kong,Hong Kong,HK,null,Hong Kong,"American Consulate General,U.S. Commercial Service,26 Garden Road, Central,Hong Kong",office.hongkong@trade.gov,011-852-2845-9800,"For courier delivery, use the street address.  For sending regular mail or pouch, use the mailing address from U.S.",011-852-2521-1467,F
e6520a4f86c8bf710091421e9fa868edce3be27d,Hyderabad,Hyderabad,IN,null,Hyderabad,"# 152, Hotel Taj Deccan, Banjara Hills,Hyderabad - 500 034. INDIA",office.hyderabad@trade.gov,+91 40 2330 0130,,+91 40 2330 5000; 2330 4025,F
99cde051c42f17f2c23d6d24ff04928a9873313c,Islamabad,Islamabad,PK,null,Islamabad,"American Embassy,Diplomatic Enclave,Ramna-5,Islamabad, PAKISTAN",Steve.Knode@trade.gov,92-51-282-3981,Use DPO address for regular mail.  FEDEX to the street address.      Work Week: Monday - Friday,92-51-201-4000,F
1cf055b178933a8772f700482a87e1932b3fbe24,Istanbul,Istanbul,TR,null,Istanbul,"U.S. Commercial Service Istanbul,Istinye Mahallesi,Kaplicalar Mevkii No. 2,Istinye Istanbul,Turkey TR-34460",Office.Istanbul@trade.gov,(90-212) 335-9103,Please note that APO regulations require mail to be addressed to the American officer at post and not directly to the FSN staff.,(90-212) 335-9040,F
090bea0e7b2545e4b668cd676b91e767ed23b716,Izmir,Izmir,TR,null,Izmir,"U.S. Commercial Service,Ataturk Caddesi, 126,Kat:5,35210 Pasaport,Izmir",Office.Izmir@trade.gov,90-232-489-0267,,90-232-441-2446,F
12fdd588d3672d13105eadf3fcabd1ec7744f7f2,Jakarta,Jakarta,ID,null,Jakarta,"American Embassy,US Commercial Service,World Trade Center 6, 3rd Floor,Jl. Jendral Sudirman Kav. 29-31,Jakarta 12920",office.jakarta@trade.gov,(62-21) 526-2855,,(62-21) 526-2850,F
d21c05423bf9c33a011f0c3bd3382254a606ceb2,Jeddah,Jeddah,SA,null,Jeddah,"U.S. Commercial Service,American Consulate General,Palestine Rd., Ruwais,P. O. Box 149,Jeddah 21411, Saudi Arabia",Office.Jeddah@trade.gov,+966-(0)12-664-4148,,+966-(0)12-667-0080,F
e59f9c4388b571e55e19d85b03deb1d016c64185,Jerusalem,"Office Jerusalem, covering the West Bank market",IL,null,Jerusalem,"Ground Floor,19 Keren Hayesod Street,91008  JERUSALEM",office.jerusalem@trade.gov,(972-2) 623-5132,,(972-2) 625-5201,F
0a09a1d44ecf5343bb52d5f04b7866340e0dc028,Johannesburg,Johannesburg,ZA,null,Johannesburg,"1 Sandton Drive,Sandhurst, 2196,Johannesburg",office.johannesburg@trade.gov,27 11 884 0253,"Please note that shipments to the Washington, DC address will take approximately three weeks to arrive in South Africa.",27 11 290 3120,F
a7d179826567260bb0549302488c47a104b8177b,Kaohsiung,American Institute in Taiwan - Kaohsiung,TW,null,Kaohsiung,"5 FL. No. 88, Chenggong 2nd Road, Kaohsiung 80661, Taiwan",Office.Kaohsiung@trade.gov,88673380551,,88673355006 Ext. 6120,F
b5adf7ddc84afb9fcd693ac1e2617fa32f305779,Karachi,Karachi,PK,null,Karachi,"3, 4, 5, New TPX Area, Mai Kolachi Road,,Karachi, Pakistan.",Malik.Attiq@trade.gov,92-21-3561-2413,Mail care of SCO in Islamabad,92-21-3527-5017,F
1d47e31837d376ef1c10083a244f8a51a3d75c8f,Kiev,Kiev,UA,null,Kiev,"4,Igor Sikorsky Street (formerly Tankova St.),Kyiv, Ukraine 04112",office.kiev@trade.gov,380 (44) 521-5727,For expedited delivery - use courier addressed to our international address.,380 (44) 521-5244,F
87b72b5315083890d539ae921191ba9276e09d8b,Kolkata,Kolkata (Calcutta),IN,null,Kolkata,"The American Center,38-A, Jawaharlal Nehru Road,,Kolkata (Calcutta) 700 071",office.calcutta@trade.gov,+91 33 3984 6353,Please allow 3 weeks,+91 33 3984 6402,F
b83a869e0331398bba08736bcbd30553049319d5,Rangoon,Rangoon,MM,null,Rangoon,"American Embassy Rangoon,US Commercial Service,110 University Ave,Kamayut Township 11041,Yangon, Myanmar",DesaiMS@state.gov,,,95-1 536-509 x4435,F
5f246096b6f844d5b32e99fe6eeb774a5a95ca9d,NordicRegion-Denmark,Nordic Region - Denmark,SE,null,NordicRegion-Denmark,null,office.Copenhagen@trade.gov,N/A,,46-8-783-5346,F
4a715462740d29f529a8f8577a8c75a76bcce953,Kuala Lumpur,Kuala Lumpur,MY,null,Kuala Lumpur,"US Embassy Kuala Lumpur,US Commercial Service,376 Jalan Tun Razak,50400 Kuala Lumpur",office.kualalumpur@trade.gov,60-3-2142-1866,Work Week: Monday - Friday,60-3-2168-5000,F
bce341208dc28be4fef38f933afe3715aa5aef3d,Kuwait City,Kuwait City,KW,null,Kuwait City,"U.S. Commercial Service,Masjed Al Aqsa St.,Block 14, Bayan, Kuwait,P.O. Box 77, Safat, 13001,Kuwait City, Kuwait",office.kuwaitcity@trade.gov,965 2259-1271,Work Week: Sunday-Thursday    EST + 8 (winter) or est+ 7 (April-Oct),965 2259-1011,F
dca7a63ce85afd8c361fbb236b494e640d96cc5e,Lagos,Lagos,NG,null,Lagos,"American Consulate General,US Commercial Service,2 Walter Carrington Crescent, Victoria Island,Lagos, Nigeria",Office.Lagos@trade.gov,N/A,"U.S. Mail, Courier services (e.g. Fedex, UPS) accepted.   Package size/weight restrictions.",011-234-1 460-3581,F
5fc56576703015de5ac929c1de8ae95cf9891d4e,Lahore,Lahore,PK,null,Lahore,"American Consulate,50 Shahrah-E-Bin Badees,Lahore",Aftab.Qamar@trade.gov,92-42-603-4229,Mail APO care of SCO in Islamabad.,92-42-603-4000,F
6bfff5613868238c88c0d108f5ca82f5832e6d0f,Lima,Lima,PE,null,Lima,"U.S. Embassy,Commercial Section,Avenida La Encalada Cuadra 17 s/n,Monterrico, Surco,Lima 33 - Peru",Office.Lima@trade.gov,011-511-434-3041,"We strongly prefer that you use US mail addressed to our Pouch address.  For courier service, please use the street address.  Note:  for courier service, please specify that you are sending documents with no commercial value.  Thank you!",011-511-434-3040 / 618-2442,F
dbbf2ab2038619ca475b76cf459a50337a529f0c,Lisbon,Lisbon,PT,null,Lisbon,"American Embassy Lisbon,U.S. Commercial Service,Avenida das Forcas Armadas,1649-044 Lisbon",Office.Lisbon@trade.gov,011-351-21-726-8914,"When using courier, please use DHL or UPS to the street address",011-351-21-770 2528 / 727 3300,F
1f986ac0c8e04b91217221489190ad28bb1bd629,London,London,GB,null,London,"U.S. Embassy London,U.S. Commercial Service,33 Nine Elms Lane,London SW11 7US,United Kingdom",Office.London@trade.gov,,,+44 20 7891 3419,F
07cbc2717de899667602198831394555c3ed7ac4,NordicRegion-Finland,Nordic Region - Finland,SE,null,NordicRegion-Finland,null,office.Helsinki@trade.gov,N/A,,46-8-783-5346,F
1530ba91506a5723d0578693a064c38bb2706ff2,Luanda,"Angola, Luanda US Embassy",AO,null,Luanda,"Rua Houari Boumedienne #32,Luanda",everett.wakai@trade.gov,N/A,,244-222-641-000,F
504a2dae9c91cf7b5d5c21450eca114e36819b84,Madrid,Madrid,ES,null,Madrid,"U.S. Commercial Service,Embassy of the United States of America,Serrano, 75,28006 Madrid,SPAIN",office.madrid@trade.gov,+34-91-563-0859,,+34-91-564-8976,F
b95f41aa423e0bfd496f94bcfcff84b002f59835,Manila,Manila,PH,null,Manila,"U.S. Commercial Service,Embassy of the United States of America,1201 Roxas Boulevard,Manila 0930, Philippines",businessphilippines@trade.gov,011-632-521-0416,Speak with Post regarding customs forms.,011-632-301-4249,F
9f0b9004b7e546c450652e08d6b8d101de636dcc,Maputo,"Mozambique, Maputo US Embassy",MZ,null,Maputo,"JAT Complex 3, 3rd Floor,Maputo",Tamarind.Murrietta@trade.gov,,MAIL VIA DULLES - DO NOT USE INTERNATIONAL MAIL.,258 21 35 54 18,F
9ad649001879114b21283b587d98edb2db68d087,NordicRegion-Norway,Nordic Region - Norway,SE,null,NordicRegion-Norway,null,office.Oslo@trade.gov,N/A,,46-8-783-5346,F
dc2032b1353095dfc8dd152f5f9416a48abeff9b,Mexico City,Mexico City,MX,null,Mexico City,"American Embassy,U.S. Commercial Service - Mexico City,Liverpool 31, Col. Juarez,06600 Mexico, D.F.",Office.MexicoCity@trade.gov,52-55-5080-2199,"All promotional materials for Gold Keys, missions, IPSs, shows, etc. should be sent to the street address using a courier service. Using regular mail or the P.O Box address will delay delivery.  On mailing label, claim ""no commercial value.""",52-55-5080-2000,F
